"Index", "Height(Inches)", "Weight(Pounds)"
1169, 6845184, 1477846
1170, 6644205, 1455992
1171, 701756, 1249662
1172, 671386, 127902
1173, 6691548, 1259147
1174, 6863357, 1096821
1175, 6695697, 1077733
1176, 6997351, 1341099
1177, 6692568, 134901
1178, 6876347, 1396364
1179, 6740692, 1270273
1180, 6574615, 1347717
1181, 6588357, 9997124
1182, 6677623, 1294522
1183, 669622, 1293592
1184, 6346642, 1036594
1185, 6835224, 1157327
1186, 6443147, 1048874
1187, 6352175, 1310054
1188, 6686196, 1290709
1189, 6553651, 1025494
1190, 7182306, 1332257
1191, 6886538, 1463008
1192, 7079207, 1408125
1193, 6902139, 1324618
1194, 673527, 1188437
1195, 663294, 1334495
1196, 6775792, 134882
1197, 6864796, 1296789
1198, 6818784, 1367318
1199, 7153978, 1339981
1200, 6858959, 1281324
1201, 7133959, 1302482
1202, 6718757, 1302934
1203, 6770033, 1283208
1204, 6413048, 1340501
1205, 6990087, 1405808
1206, 6672044, 1151936
1207, 693532, 1358445
1208, 6970788, 1428508
1209, 6773755, 1430931
1210, 6816879, 1149519
1211, 7194697, 1494261
1212, 6737481, 1320558
1213, 6534039, 1270174
1214, 6563768, 1033615
1215, 6891559, 1253216
1216, 6544571, 1306423
1217, 6811726, 1243662
1218, 6952284, 1406019
1219, 6940202, 124229
1220, 7000803, 1329642
1221, 6859817, 1302067
1222, 6476508, 1066241
1223, 6752805, 1089888
1224, 6671974, 1099473
1225, 6794808, 124363
1226, 6909682, 1315021
1227, 7004724, 1374264
1228, 6792097, 1160228
1229, 6799135, 1179061
1230, 6892023, 1167259
1231, 6675149, 1154633
1232, 6807152, 1299734
1233, 6875961, 1489128
1234, 7093048, 1260818
1235, 6829873, 1154952
1236, 6925316, 1587833
1237, 6839327, 1412064
1238, 6848007, 129838
1239, 6947286, 1370682
1240, 6633003, 1232428
1241, 6688679, 1179651
1242, 6520091, 1024998
1243, 6837273, 1306338
1244, 6710601, 1446224
1245, 6264242, 1001982
1246, 6906906, 1202937
1247, 7115727, 1443108
1248, 6893324, 1148805
1249, 6810686, 1415328
1250, 6445765, 1146963
1251, 6596736, 1216607
1252, 6873038, 1193241
1253, 7053564, 135206
1254, 6740711, 1159409
1255, 6611309, 1232264
1256, 6947433, 1330619
1257, 7095476, 1363442
1258, 6556715, 1241401
1259, 6549243, 1162944
1260, 6889342, 1331669
1261, 6759755, 137941
1262, 661724, 1333173
1263, 6870371, 1142219
1264, 6547651, 1376516
1265, 6772604, 1315375
1266, 7002202, 1372221
1267, 6972107, 1351331
1268, 6790954, 1139257
1269, 6561306, 1325883
1270, 7140631, 1335753
1271, 6627843, 1067793
1272, 650276, 9518466
1273, 6568922, 1142675
1274, 6685743, 1264804
1275, 6823, 1267087
1276, 6612036, 1109096
1277, 7132591, 1323678
1278, 702075, 1337174
1279, 7103619, 1440125
1280, 6818528, 1299098
1281, 6899195, 1065697
1282, 6795745, 1219433
1283, 6949971, 1181623
1284, 6712538, 1066739
1285, 6775678, 128444
1286, 6767958, 1274595
1287, 6471984, 10293
1288, 6972873, 1278299
1289, 6850234, 1397868
1290, 7056446, 1332813
1291, 6658715, 1202949
1292, 6380202, 1024047
1293, 6638836, 1342056
1294, 667895, 1214804
1295, 6699003, 1082574
1296, 7261998, 1458469
1297, 6780601, 1149258
1298, 6863913, 1246757
1299, 6581803, 113619
1300, 665755, 1262651
1301, 6640067, 1240382
1302, 6675992, 120554
1303, 6902475, 1244235
1304, 7024902, 1301726
1305, 7018308, 1372733
1306, 6763509, 1269051
1307, 6643547, 1182885
1308, 6750559, 1196817
1309, 6819559, 134332
1310, 6632293, 1200364
1311, 7033673, 1402713
1312, 679766, 1394025
1313, 6607451, 1051086
1314, 6800118, 1403289
1315, 6548497, 1397691
1316, 6699532, 1184896
1317, 6989331, 1218301
1318, 6803229, 1303482
1319, 7000989, 1382214
1320, 6691337, 1199847
1321, 7143101, 1415275
1322, 6442386, 1280746
1323, 6863254, 1226639
1324, 7014808, 1355841
1325, 6994628, 1587993
1326, 6640808, 1031971
1327, 6527161, 1229332
1328, 6702796, 119343
1329, 66333, 1395722
1330, 7005322, 1241145
1331, 7149315, 1325483
1332, 6711911, 1160712
1333, 7252115, 1628737
1334, 6859945, 1311394
1335, 6672202, 1248745
1336, 6833163, 123738
1337, 6652804, 1190115
1338, 6980841, 1354606
1339, 7018855, 1396563
1340, 6770646, 1203449
1341, 6673552, 1130404
1342, 6837589, 115658
1343, 6814008, 1286282
1344, 6533269, 9652385
1345, 6827634, 1226695
1346, 6917767, 1293968
1347, 6647919, 1288422
1348, 6627731, 1330853
1349, 6780211, 1301248
1350, 7266613, 1389119
1351, 7062111, 1389252
1352, 6745131, 1059085
1353, 6851925, 1354393
1354, 7205853, 1473129
1355, 6471472, 1087636
1356, 6649054, 1289625
1357, 719151, 1477867
1358, 6837932, 1285716
1359, 6944208, 1274285
1360, 6567788, 1289123
1361, 6797944, 1233621
1362, 6818702, 1220501
1363, 6796766, 1596644
1364, 6769418, 1215022
1365, 6685727, 1243686
1366, 6850423, 1305608
1367, 6646892, 1177781
1368, 7053609, 1471473
1369, 6860163, 1286512
1370, 6713712, 1156854
1371, 6382574, 104102
1372, 6739413, 1224406
1373, 713131, 1246131
1374, 6798003, 1004089
1375, 678037, 1318038
1376, 7105584, 1347575
1377, 706785, 1485516
1378, 6945454, 1513435
1379, 6775404, 1214032
1380, 6637759, 1327138
1381, 6690907, 1181243
1382, 6736022, 120412
1383, 7003559, 1414458
1384, 7419488, 1290597
1385, 6844192, 1293121
1386, 6886465, 1485716
1387, 6641874, 112319
1388, 6858215, 1300932
1389, 6901529, 1231712
1390, 6412752, 9936058
1391, 7258824, 1391404
1392, 6953845, 1319771
1393, 6932255, 1277025
1394, 6726117, 1368449
1395, 688089, 1264916
1396, 6583333, 1111847
1397, 6914631, 1285255
1398, 6676436, 1231419
1399, 6810866, 141374
1400, 6652579, 1270178
1401, 6672267, 1180513
1402, 6666847, 1153536
1403, 6613808, 1369275
1404, 6804169, 1265685
1405, 6737032, 129216
1406, 6837927, 1421694
1407, 6864261, 136578
1408, 6706567, 121962
1409, 6929222, 1469053
1410, 6997624, 142657
1411, 6836664, 1402292
1412, 682079, 1098398
1413, 6734824, 1348916
1414, 6591384, 1276066
1415, 6737608, 1089719
1416, 7077374, 1384284
1417, 728469, 1514509
1418, 6495583, 1300036
1419, 6867514, 1130897
1420, 6873548, 1291464
1421, 6733471, 1331919
1422, 6668746, 124866
1423, 6585168, 1214815
1424, 7081582, 1378631
1425, 6509564, 1258314
1426, 7061931, 1353299
1427, 6796031, 1073931
1428, 7068803, 1441915
1429, 6634093, 1005991
1430, 7198092, 1301721
1431, 7017314, 1408988
1432, 7063179, 1436734
1433, 6487469, 9029334
1434, 6962426, 1304148
1435, 6517407, 1238754
1436, 6909608, 1540757
1437, 7181975, 1374948
1438, 6866104, 1418174
1439, 6717895, 1268401
1440, 6800257, 1319545
1441, 7077144, 1209803
1442, 6882564, 1197816
1443, 7004554, 1277472
1444, 6895339, 1342469
1445, 6441355, 1085235
1446, 6382854, 1250611
1447, 683559, 1230197
1448, 6925516, 1298861
1449, 7338109, 1548178
1450, 6936199, 1519248
1451, 7071977, 1356969
1452, 6759075, 1272047
1453, 7098644, 137876
1454, 6773825, 1244771
1455, 7110527, 1546002
1456, 7195975, 1340699
1457, 6574155, 1174639
1458, 6564344, 1283519
1459, 6837038, 1181031
1460, 7050701, 1278238
1461, 6643263, 129914
1462, 6660278, 1313221
1463, 6803472, 1281544
1464, 6983384, 1228347
1465, 6822043, 1435868
1466, 6778035, 1065681
1467, 671894, 1249457
1468, 6617013, 1136761
1469, 6598555, 1054988
1470, 7037458, 1253804
1471, 6698272, 1200159
1472, 6907135, 1350513
1473, 6439778, 1120501
1474, 7030031, 1266445
1475, 6846686, 1267371
1476, 6807287, 1386844
1477, 6965267, 143346
1478, 6785116, 1246758
1479, 6881195, 1192154
1480, 6888093, 1295162
1481, 712914, 1412136
1482, 6493822, 1249304
1483, 6439593, 1176936
1484, 6761191, 128117
1485, 6536431, 125507
1486, 6857192, 1399115
1487, 6963015, 1325572
1488, 6466196, 1295233
1489, 7118005, 1393905
1490, 656959, 121712
1491, 6605318, 1227607
1492, 6704924, 1174026
1493, 6842541, 1359146
1494, 6854306, 123838
1495, 6595454, 1028468
1496, 6695297, 1193281
1497, 6491704, 1044281
1498, 6659452, 1292376
1499, 6817706, 1382296
1500, 69573, 1386461
1501, 7165878, 1304121
1502, 6506775, 1244317
1503, 6685523, 1279011
1504, 6784366, 1252683
1505, 6922848, 1211672
1506, 6975159, 1281437
1507, 6748764, 121494
1508, 6812465, 1293746
1509, 6850207, 1274765
1510, 6750188, 1131406
1511, 6883511, 1325812
1512, 6540895, 1105741
1513, 6831175, 139194
1514, 6878411, 128757
1515, 6539974, 1329714
1516, 66754, 1250153
1517, 6537482, 9580713
1518, 7065043, 1529084
1519, 7097634, 121217
1520, 6675895, 127448
1521, 6626857, 1202754
1522, 6734174, 1274945
1523, 6739093, 111026
1524, 7104158, 1535447
1525, 637418, 1109415
1526, 6691954, 1210967
1527, 6584956, 1235086
1528, 6703723, 116363
1529, 6792717, 1349384
1530, 6672742, 1138451
1531, 6634696, 1130531
1532, 6653015, 1275692
1533, 6860951, 1251506
1534, 6611208, 1154493
1535, 6701143, 1389409
1536, 7045763, 133292
1537, 653277, 1305079
1538, 6728212, 1142578
1539, 7037548, 1376167
1540, 6804608, 1145218
1541, 7036839, 1394884
1542, 6838089, 1246962
1543, 6778852, 130045
1544, 6977907, 141782
1545, 6959613, 1254556
1546, 679806, 1191796
1547, 6584256, 1070361
1548, 6699247, 1253591
1549, 6354764, 1157565
1550, 7150943, 1287986
1551, 6994093, 1293747
1552, 7121029, 145662
1553, 7156281, 1236062
1554, 6531159, 1246278
1555, 6518491, 1227439
1556, 6525283, 1202892
1557, 6746596, 1286295
1558, 6727426, 1115271
1559, 6497376, 1177437
1560, 6460687, 1094645
1561, 69736, 1329405
1562, 677749, 1241881
1563, 6930528, 1368094
1564, 7138338, 1431901
1565, 6560915, 1173002
1566, 6623041, 1308166
1567, 6653307, 1374417
1568, 6751649, 12897
1569, 6772325, 1146422
1570, 6857113, 1384685
1571, 6623808, 12319
1572, 6775308, 1219934
1573, 682829, 1493778
1574, 6840175, 13721
1575, 6609433, 1386653
1576, 7003545, 1188309
1577, 6546717, 1167297
1578, 6646693, 1315675
1579, 6785512, 1295762
1580, 7036596, 1314946
1581, 6809483, 1251984
1582, 7006267, 1318467
1583, 6765661, 1210286
1584, 6908508, 1218685
1585, 6840932, 1479118
1586, 6912972, 1306309
1587, 6797094, 1399751
1588, 6762895, 1266522
1589, 6680442, 1167992
1590, 6857388, 1324308
1591, 6745375, 1306493
1592, 686366, 1326351
1593, 6592344, 1244934
1594, 7069799, 1296396
1595, 6809362, 1312952
1596, 6950493, 1213845
1597, 6703953, 1168423
1598, 6904839, 1434353
1599, 7066314, 1400996
1600, 6794574, 1271524
1601, 685127, 1164033
1602, 6881282, 1455938
1603, 6715097, 1360613
1604, 6834367, 1262249
1605, 6738561, 1309905
1606, 6488607, 1317105
1607, 655339, 1251818
1608, 693919, 1470456
1609, 6646889, 1093503
1610, 6325683, 1207578
1611, 6761546, 1124772
1612, 6988085, 1384517
1613, 7015703, 1367186
1614, 7061107, 1360144
1615, 713845, 1487104
1616, 6653779, 1204476
1617, 7105961, 1335431
1618, 6763928, 1400484
1619, 638441, 1290091
1620, 6679275, 1210921
1621, 6861061, 1256694
1622, 7040975, 1176691
1623, 6520379, 133959
1624, 6908499, 121968
1625, 6829678, 1353754
1626, 6583832, 1116269
1627, 6718313, 1173099
1628, 6787544, 13175
1629, 6751672, 1303517
1630, 6798827, 1247463
1631, 7033848, 1275476
1632, 6729728, 1185713
1633, 6595685, 1187344
1634, 652832, 117239
1635, 7186035, 1274872
1636, 6732069, 1289596
1637, 6852503, 1477036
1638, 6974627, 132158
1639, 6575926, 1296624
1640, 6726104, 142583
1641, 6759186, 1231966
1642, 6554701, 114619
1643, 7057745, 1341679
1644, 6493595, 1293978
1645, 6985715, 1330797
1646, 7081884, 1300722
1647, 6830112, 1392852
1648, 6754828, 1315521
1649, 7189737, 1353276
1650, 6881871, 1305668
1651, 6857948, 1448947
1652, 6601716, 1218662
1653, 6725756, 110649
1654, 705545, 1500971
1655, 6629452, 1238581
1656, 6857082, 1284226
1657, 6860497, 125197
1658, 6799508, 1297427
1659, 6612931, 1257215
1660, 6641232, 132001
1661, 6842482, 140054
1662, 6680813, 1141178
1663, 6772371, 1161322
1664, 7099035, 1177071
1665, 6756098, 1312855
1666, 6912684, 1136105
1667, 6797635, 1447629
1668, 6630036, 1416047
1669, 6930957, 1400213
1670, 6563213, 1084237
1671, 6622333, 1172512
1672, 6674595, 12677
1673, 6966252, 135074
1674, 6821548, 1320189
1675, 6928403, 1092101
1676, 6964359, 1278589
1677, 7148035, 1220737
1678, 6937451, 1376851
1679, 6519039, 1275918
1680, 6402516, 1115819
1681, 6658522, 1213966
1682, 6581355, 1388427
1683, 6610408, 1165048
1684, 6856408, 1374424
1685, 6789191, 1219768
1686, 7142475, 1168105
1687, 6598772, 1260482
1688, 7095594, 1147284
1689, 6437344, 1267487
1690, 6976692, 131342
1691, 6646755, 1190926
1692, 6776109, 1378646
1693, 7117728, 1295914
1694, 6731413, 128105
1695, 7022181, 1374504
1696, 6928985, 1296324
1697, 6635778, 1334823
1698, 6927648, 1247911
1699, 663778, 1139428
1700, 6324012, 1168399
1701, 6918211, 1387521
1702, 6911432, 1254607
1703, 6748024, 1305948
1704, 6975327, 1342699
1705, 6962313, 1434724
1706, 6595463, 142254
1707, 6889125, 1398464
1708, 6723829, 1324897
1709, 6773728, 1385529
1710, 6872443, 1231153
1711, 6520195, 1326998
1712, 662865, 1066149
1713, 6801878, 1349917
1714, 6689261, 13092
1715, 6779814, 1224887
1716, 666555, 1360645
1717, 6977338, 1195334
1718, 6842446, 1177405
1719, 6555531, 1155734
1720, 6834513, 1047006
1721, 6626115, 1236592
1722, 6640599, 1385289
1723, 6864386, 1322257
1724, 6870476, 1172914
1725, 6803119, 1416933
1726, 6625774, 1296313
1727, 640967, 9451219
1728, 670669, 1206412
1729, 6580509, 1213762
1730, 6805092, 1332667
1731, 6752718, 1279032
1732, 6635888, 1233962
1733, 7087196, 1369675
1734, 6829448, 1141357
1735, 670344, 1180845
1736, 7091179, 1218608
1737, 6877458, 1455199
1738, 688064, 1289862
1739, 6680841, 1104729
1740, 6502676, 1269126
1741, 7183389, 1411132
1742, 6741125, 138183
1743, 688635, 1326335
1744, 6639633, 1272025
1745, 6790122, 1462561
1746, 6904019, 1416517
1747, 6626552, 1265209
1748, 684645, 121554
1749, 668815, 1165904
1750, 7136376, 1390275
1751, 6606344, 1162031
1752, 6664834, 1157431
1753, 673297, 1168138
1754, 6820575, 1386574
1755, 6959793, 1085229
1756, 6750819, 1336747
1757, 6800385, 1280916
1758, 6951431, 1286687
1759, 6800582, 1154484
1760, 6759357, 1250018
1761, 6978942, 1364816
1762, 7236491, 1219301
1763, 6813393, 1268874
1764, 6783776, 1199595
1765, 6887619, 1422743
1766, 6604124, 1299792
1767, 6581569, 1311604
1768, 6922762, 1288601
1769, 6472395, 1119433
1770, 6848588, 1323867
1771, 6828041, 1342844
1772, 655087, 1276919
1773, 6673361, 1145415
1774, 6920114, 1381499
1775, 7144618, 140358
1776, 7008869, 1259099
1777, 696745, 1344383
1778, 7168575, 1366572
1779, 7109849, 1235248
1780, 6765215, 130345
1781, 7041131, 1498413
1782, 6833638, 1155647
1783, 6472321, 1096661
1784, 646035, 1088823
1785, 6692416, 1123914
1786, 6846553, 1300139
1787, 6719789, 1368066
1788, 6778929, 1111892
1789, 666783, 1193179
1790, 6738496, 1201224
1791, 6800018, 124093
1792, 6527378, 1178442
1793, 6914142, 1421545
1794, 6746178, 1223342
1795, 6887277, 1157081
1796, 6802365, 1365833
1797, 7033914, 1205965
1798, 6805498, 121269
1799, 6663059, 1335937
1800, 6623781, 127541
1801, 7068625, 1391153
1802, 6792487, 1404052
1803, 6798283, 1243543
1804, 6783966, 1369707
1805, 7087256, 1369799
1806, 6867371, 1299913
1807, 6563433, 1136199
1808, 6698566, 1276126
1809, 6939665, 117966
1810, 6797483, 1272407
1811, 6902449, 1238412
1812, 6506479, 1212687
1813, 6867376, 1185378
1814, 6757063, 1154182
1815, 6686965, 1312651
1816, 6642749, 1103212
1817, 6842186, 1292128
1818, 6983543, 1408802
1819, 6638544, 1211068
1820, 6967951, 1344281
1821, 6610079, 1162489
1822, 6582617, 1178009
1823, 6871368, 126455
1824, 7138503, 1371076
1825, 6973254, 1521776
1826, 6837367, 1286175
1827, 6505453, 1139725
1828, 6438195, 1059582
1829, 6922384, 1343052
1830, 6667906, 1324565
1831, 6915689, 1343756
1832, 6753215, 1468833
1833, 7071198, 1312724
1834, 6906844, 1329619
1835, 6636641, 1404684
1836, 6974416, 144838
1837, 6972221, 129261
1838, 67005, 138036
1839, 6839904, 1255747
1840, 6572237, 1294743
1841, 7041527, 1294677
1842, 6608413, 1051944
1843, 6634093, 1252679
1844, 6525134, 128237
1845, 6753562, 1233362
1846, 6821037, 1108623
1847, 6741542, 1144586
1848, 698279, 1372435
1849, 6630495, 1258706
1850, 6906175, 1408451
1851, 6964603, 1312554
1852, 7075572, 14012
1853, 6751414, 1388613
1854, 6750856, 117374
1855, 6730225, 1099978
1856, 6776966, 1294122
1857, 7013058, 1351643
1858, 6628125, 1081378
1859, 7248112, 1463046
1860, 6693464, 1276499
1861, 6724385, 1335096
1862, 6930013, 1248396
1863, 7168649, 1234209
1864, 6969329, 1251731
1865, 6822858, 1165013
1866, 7077195, 1245635
1867, 6963875, 1328562
1868, 675239, 1242136
1869, 7026869, 1376254
1870, 6732622, 1122365
1871, 6582766, 11792
1872, 6728046, 1071366
1873, 6847687, 1278631
1874, 6616499, 1195914
1875, 7112585, 1297663
1876, 6751094, 1262753
1877, 6798365, 1206916
1878, 7076255, 1472496
1879, 6813751, 1238089
1880, 697139, 1249097
1881, 6928011, 1292576
1882, 6772134, 1332142
1883, 7135771, 1349818
1884, 6501169, 1154612
1885, 6657282, 1142201
1886, 662121, 1264372
1887, 6842587, 1215315
1888, 6825899, 1373384
1889, 7166231, 1301496
1890, 7073674, 1493463
1891, 6881489, 1318088
1892, 678052, 1245172
1893, 6728023, 124094
1894, 751528, 1469701
1895, 7018385, 1358346
1896, 7011018, 1214131
1897, 6755479, 1313549
1898, 6519685, 1351309
1899, 7109811, 14127
1900, 6342211, 1064187
1901, 6987338, 1401507
1902, 672773, 1400055
1903, 66189, 1248413
1904, 6571651, 1349238
1905, 6809428, 1360939
1906, 6912266, 1336055
1907, 6944989, 114209
1908, 6709671, 1444419
1909, 6850605, 127578
1910, 6814059, 1145292
1911, 6653479, 1189804
1912, 6730796, 1188584
1913, 6646388, 1144406
1914, 6823072, 1171258
1915, 7006314, 1393579
1916, 6926881, 1417621
1917, 701554, 1173159
1918, 660776, 1369107
1919, 6895747, 130915
1920, 6676727, 1244251
1921, 698097, 1410605
1922, 6793231, 1253143
1923, 6944794, 1513939
1924, 7114183, 1181643
1925, 6684818, 114446
1926, 6775431, 1185776
1927, 7083193, 1291185
1928, 6921843, 1265898
1929, 6820571, 1330472
1930, 6732344, 1330028
1931, 6746411, 1305289
1932, 6770673, 1104494
1933, 685877, 1316199
1934, 7018028, 1428787
1935, 6985138, 1370263
1936, 6882396, 1419518
1937, 6858454, 1237734
1938, 6617491, 1217871
1939, 6829599, 1127853
1940, 6601446, 1210144
1941, 7042725, 1244965
1942, 6595003, 1252296
1943, 6728507, 1211903
1944, 7023598, 1401737
1945, 6637594, 1365133
1946, 6572229, 1242645
1947, 7269022, 1501384
1948, 6552858, 1077887
1949, 6871508, 1288673
1950, 6934245, 1332224
1951, 6738242, 1257706
1952, 6805083, 1308925
1953, 6986498, 1515925
1954, 6451717, 1149571
1955, 6920595, 1396118
1956, 6798607, 1277814
1957, 7014776, 1393701
1958, 704986, 130907
1959, 6686758, 134945
1960, 6864908, 1047127
1961, 6791149, 1134475
1962, 6924385, 1163492
1963, 6448072, 1095586
1964, 7164447, 1269269
1965, 7004642, 1468967
1966, 6812343, 1268031
1967, 6523383, 122345
1968, 6827239, 1278701
1969, 6617894, 1249103
1970, 6583059, 1230154
1971, 6562889, 1074306
1972, 7092752, 1116473
1973, 6929069, 1306183
1974, 6991684, 132766
1975, 7273301, 1259357
1976, 6844904, 1131008
1977, 6649335, 1231309
1978, 7221533, 1227007
1979, 6953524, 1391563
1980, 6479882, 1225688
1981, 6738254, 126915
1982, 6765345, 1317026
1983, 7001257, 1446798
1984, 6605945, 133332
1985, 6521051, 1098084
1986, 6839529, 1329511
1987, 6399095, 1236623
1988, 7031847, 1200304
1989, 7015159, 1231364
1990, 6801671, 1227495
1991, 6806098, 1258274
1992, 6698618, 1172347
1993, 688061, 1427741
1994, 7030067, 1145538
1995, 6568106, 1111723
1996, 6927665, 1417056
1997, 7168898, 1265743
1998, 6717092, 1482722
1999, 6924215, 1326836
2000, 6873563, 1268221
2001, 6900812, 1254763
2002, 6869462, 1301342
2003, 6853874, 1232715
2004, 6768634, 1299806
2005, 6960608, 1386734
2006, 6891393, 1307056
2007, 6617148, 1133707
2008, 6746209, 1396833
2009, 7283513, 1488002
2010, 6401976, 9091793
2011, 6802868, 1237533
2012, 6851623, 1324995
2013, 7088524, 1313128
2014, 6529862, 1165172
2015, 657635, 1091144
2016, 6546143, 129339
2017, 6599098, 1146394
2018, 6557951, 1361447
2019, 6970616, 1445925
2020, 661974, 1079777
2021, 6823074, 1220759
2022, 6597964, 1233232
2023, 7126857, 1336208
